# duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7
2.480000,0.068663,0.000000,-0.000000,1.376584,-2.016490,1.215199,-0.337667,0.035709,-0.156633,0.000000,-0.000000,2.062474,-3.010944,1.786334,-0.491452,0.051688,-0.477917,0.000000,0.000000,-0.372046,0.797032,-0.532662,0.153232,-0.016450,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.480000,0.831439,0.300837,-0.064265,0.381580,-0.522888,0.315457,-0.088833,0.009541,0.470199,-0.233843,-0.324988,0.570687,-0.712208,0.436261,-0.123138,0.013150,0.185767,0.478313,-0.063420,-0.259950,0.262568,-0.152642,0.044541,-0.004950,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.480000,1.654355,0.321750,-0.012771,0.129146,-0.204376,0.136423,-0.041712,0.004806,-0.479316,-0.150526,0.218616,0.183464,-0.256109,0.149052,-0.043560,0.004929,0.136305,-0.473132,-0.068575,-0.008878,0.176252,-0.130009,0.041034,-0.004895,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.480000,2.478917,0.322192,0.014013,0.130027,-0.297555,0.238198,-0.081955,0.010278,0.295103,0.393915,-0.137544,0.048258,-0.251366,0.216073,-0.074264,0.009293,-0.401240,0.311540,0.178612,-0.219706,0.379015,-0.313656,0.108819,-0.013591,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.480000,3.300658,0.297012,0.079465,0.435051,-1.116016,0.929969,-0.325783,0.041051,0.008101,-0.533171,0.072959,0.492890,-1.069039,0.889687,-0.312436,0.039230,0.506664,0.061474,-0.340934,-0.548405,1.384751,-1.128121,0.394123,-0.049865,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
