0.000000, 0.000000, 0.000000, 0.500000
0.100000, 0.000000, -0.049917, 0.497502
0.200000, 0.000000, -0.099335, 0.490033
0.300000, 0.000000, -0.147760, 0.477668
0.400000, 0.000000, -0.194709, 0.460530
0.500000, 0.000000, -0.239713, 0.438791
0.600000, 0.000000, -0.282321, 0.412668
0.700000, 0.000000, -0.322109, 0.382421
0.800000, 0.000000, -0.358678, 0.348353
0.900000, 0.000000, -0.391663, 0.310805
1.000000, 0.000000, -0.420735, 0.270151
1.100000, 0.000000, -0.445604, 0.226798
1.200000, 0.000000, -0.466020, 0.181179
1.300000, 0.000000, -0.481779, 0.133749
1.400000, 0.000000, -0.492725, 0.084984
1.500000, 0.000000, -0.498747, 0.035369
1.600000, 0.000000, -0.499787, -0.014600
1.700000, 0.000000, -0.495832, -0.064422
1.800000, 0.000000, -0.486924, -0.113601
1.900000, 0.000000, -0.473150, -0.161645
2.000000, 0.000000, -0.454649, -0.208073
2.100000, 0.000000, -0.431605, -0.252423
2.200000, 0.000000, -0.404248, -0.294251
2.300000, 0.000000, -0.372853, -0.333138
2.400000, 0.000000, -0.337732, -0.368697
2.500000, 0.000000, -0.299236, -0.400572
2.600000, 0.000000, -0.257751, -0.428444
2.700000, 0.000000, -0.213690, -0.452036
2.800000, 0.000000, -0.167494, -0.471111
2.900000, 0.000000, -0.119625, -0.485479
3.000000, 0.000000, -0.070560, -0.494996
3.100000, 0.000000, -0.020790, -0.499568
3.200000, 0.000000, 0.029187, -0.499147
3.300000, 0.000000, 0.078873, -0.493740
3.400000, 0.000000, 0.127771, -0.483399
3.500000, 0.000000, 0.175392, -0.468228
3.600000, 0.000000, 0.221260, -0.448379
3.700000, 0.000000, 0.264918, -0.424050
3.800000, 0.000000, 0.305929, -0.395484
3.900000, 0.000000, 0.343883, -0.362966
4.000000, 0.000000, 0.378401, -0.326822
4.100000, 0.000000, 0.409139, -0.287412
4.200000, 0.000000, 0.435788, -0.245130
4.300000, 0.000000, 0.458083, -0.200400
4.400000, 0.000000, 0.475801, -0.153666
4.500000, 0.000000, 0.488765, -0.105398
4.600000, 0.000000, 0.496846, -0.056076
4.700000, 0.000000, 0.499962, -0.006194
4.800000, 0.000000, 0.498082, 0.043749
4.900000, 0.000000, 0.491226, 0.093256
5.000000, 0.000000, 0.479462, 0.141831
5.100000, 0.000000, 0.462907, 0.188989
5.200000, 0.000000, 0.441727, 0.234258
5.300000, 0.000000, 0.416134, 0.277187
5.400000, 0.000000, 0.386382, 0.317346
5.500000, 0.000000, 0.352770, 0.354335
5.600000, 0.000000, 0.315633, 0.387783
5.700000, 0.000000, 0.275343, 0.417356
5.800000, 0.000000, 0.232301, 0.442760
5.900000, 0.000000, 0.186938, 0.463739
6.000000, 0.000000, 0.139708, 0.480085
6.100000, 0.000000, 0.091081, 0.491634
